Herbicide scenario	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
2	9	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	11	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	12	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	14	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	16	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	18	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	19	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	21	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	22	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	23	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	24	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	25	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	26	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	27	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	28	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	30	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	31	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	32	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	33	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	34	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	35	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	36	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	36	30	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	37	30	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	38	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	38	30	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	30	15	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	40	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	40	30	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	41	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	41	30	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	42	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	42	30	18	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	43	30	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	44	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	44	30	17	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	45	30	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	46	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	47	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	48	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	49	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	50	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
